5.652527e+03	-5.765220e+00	1.318156e+01
1.130504e+04	-5.939245e+00	1.321741e+01
1.695763e+04	-6.189698e+00	1.313865e+01
2.261026e+04	-6.581045e+00	1.301473e+01
2.826293e+04	-6.902217e+00	1.301333e+01
3.391555e+04	-7.097350e+00	1.307033e+01
3.956811e+04	-7.243523e+00	1.309971e+01
4.522062e+04	-7.350390e+00	1.310856e+01
5.087311e+04	-7.547062e+00	1.306302e+01
5.652562e+04	-7.814291e+00	1.306173e+01
6.217817e+04	-7.926534e+00	1.312411e+01
6.783082e+04	-8.011796e+00	1.310907e+01
7.348346e+04	-8.244740e+00	1.307636e+01
7.913602e+04	-8.501062e+00	1.309938e+01
8.478855e+04	-8.771641e+00	1.311962e+01
9.044104e+04	-9.058629e+00	1.315152e+01
9.609352e+04	-9.244693e+00	1.320074e+01
1.017461e+05	-9.443520e+00	1.315939e+01
1.073987e+05	-9.802638e+00	1.302758e+01
1.130513e+05	-1.015490e+01	1.298637e+01
1.187039e+05	-1.036821e+01	1.304230e+01
1.243565e+05	-1.051890e+01	1.307833e+01
1.300090e+05	-1.062226e+01	1.309671e+01
1.356615e+05	-1.077086e+01	1.306404e+01
1.413140e+05	-1.103471e+01	1.303634e+01
1.469665e+05	-1.119038e+01	1.309542e+01
1.526191e+05	-1.124436e+01	1.310762e+01
1.582717e+05	-1.143256e+01	1.306503e+01
1.639243e+05	-1.168585e+01	1.307629e+01
1.695768e+05	-1.193599e+01	1.310086e+01
1.752293e+05	-1.222294e+01	1.312410e+01
1.808818e+05	-1.243202e+01	1.317608e+01
1.865343e+05	-1.259448e+01	1.317110e+01
1.921868e+05	-1.290432e+01	1.304952e+01
1.978395e+05	-1.327544e+01	1.296843e+01
2.034921e+05	-1.351620e+01	1.301127e+01
2.091446e+05	-1.367056e+01	1.305649e+01
2.147971e+05	-1.377834e+01	1.307997e+01
2.204496e+05	-1.388798e+01	1.306496e+01
2.261021e+05	-1.412494e+01	1.302044e+01
2.317546e+05	-1.432449e+01	1.306162e+01
2.374071e+05	-1.437175e+01	1.310077e+01
2.430597e+05	-1.450576e+01	1.305981e+01
2.487123e+05	-1.474968e+01	1.305388e+01
2.543648e+05	-1.498575e+01	1.308161e+01
