2.600173e+05	-1.526005e+01	1.310021e+01
2.656697e+05	-1.549429e+01	1.314690e+01
2.713222e+05	-1.564034e+01	1.317145e+01
2.769748e+05	-1.589216e+01	1.307545e+01
2.826273e+05	-1.626331e+01	1.296260e+01
2.882800e+05	-1.653792e+01	1.297916e+01
2.939325e+05	-1.669874e+01	1.303324e+01
2.995850e+05	-1.681330e+01	1.306030e+01
3.052375e+05	-1.689838e+01	1.306212e+01
3.108899e+05	-1.709191e+01	1.301373e+01
3.165424e+05	-1.732267e+01	1.302763e+01
3.221949e+05	-1.738858e+01	1.308554e+01
3.278475e+05	-1.746889e+01	1.305896e+01
3.335001e+05	-1.769071e+01	1.303452e+01
3.391526e+05	-1.792002e+01	1.306082e+01
3.448050e+05	-1.817364e+01	1.307951e+01
3.504575e+05	-1.842676e+01	1.311665e+01
3.561099e+05	-1.857618e+01	1.316038e+01
3.617624e+05	-1.877149e+01	1.309956e+01
3.674150e+05	-1.912098e+01	1.296970e+01
3.730676e+05	-1.942959e+01	1.294956e+01
3.787201e+05	-1.960377e+01	1.300728e+01
3.843726e+05	-1.972380e+01	1.303948e+01
3.900251e+05	-1.979900e+01	1.305361e+01
3.956775e+05	-1.994310e+01	1.301342e+01
4.013300e+05	-2.018320e+01	1.299852e+01
4.069824e+05	-2.028692e+01	1.306125e+01
4.126350e+05	-2.032559e+01	1.305903e+01
4.182876e+05	-2.050985e+01	1.302036e+01
4.239401e+05	-2.073640e+01	1.303848e+01
4.295925e+05	-2.096782e+01	1.306075e+01
4.352450e+05	-2.122786e+01	1.308805e+01
4.408974e+05	-2.139560e+01	1.313979e+01
4.465498e+05	-2.154571e+01	1.311669e+01
4.522024e+05	-2.185376e+01	1.298784e+01
4.578550e+05	-2.218839e+01	1.292685e+01
4.635075e+05	-2.238527e+01	1.297803e+01
4.691600e+05	-2.250900e+01	1.301830e+01
4.748125e+05	-2.258520e+01	1.303954e+01
4.804649e+05	-2.268461e+01	1.301527e+01
4.861173e+05	-2.290934e+01	1.297795e+01
4.917697e+05	-2.305843e+01	1.302989e+01
4.974222e+05	-2.307715e+01	1.305577e+01
5.030748e+05	-2.321100e+01	1.301245e+01
5.087273e+05	-2.343234e+01	1.301581e+01
5.143798e+05	-2.364600e+01	1.304228e+01
5.200322e+05	-2.389950e+01	1.306267e+01
5.256846e+05	-2.409247e+01	1.311283e+01
5.313370e+05	-2.421564e+01	1.312337e+01
5.369895e+05	-2.446894e+01	1.301275e+01
5.426421e+05	-2.481392e+01	1.291487e+01
5.482946e+05	-2.504197e+01	1.294647e+01
5.539471e+05	-2.517023e+01	1.299628e+01
5.595996e+05	-2.525270e+01	1.302147e+01
5.652520e+05	-2.531984e+01	1.301506e+01
5.709044e+05	-2.550854e+01	1.296706e+01
5.765568e+05	-2.569695e+01	1.299569e+01
5.822093e+05	-2.572174e+01	1.304542e+01
5.878618e+05	-2.580027e+01	1.301003e+01
5.935143e+05	-2.600680e+01	1.299493e+01
5.991668e+05	-2.621023e+01	1.302269e+01
6.048192e+05	-2.644655e+01	1.304078e+01
6.104716e+05	-2.666271e+01	1.308308e+01
6.161240e+05	-2.677961e+01	1.311837e+01
6.217764e+05	-2.697448e+01	1.303883e+01
6.274290e+05	-2.730918e+01	1.291572e+01
6.330815e+05	-2.757227e+01	1.291540e+01
6.387340e+05	-2.771009e+01	1.297219e+01
6.443865e+05	-2.779921e+01	1.300140e+01
6.500388e+05	-2.784942e+01	1.300990e+01
6.556912e+05	-2.799057e+01	1.296426e+01
6.613436e+05	-2.820063e+01	1.296383e+01
6.669960e+05	-2.825487e+01	1.302602e+01
6.726486e+05	-2.828441e+01	1.301046e+01
6.783011e+05	-2.846162e+01	1.297822e+01
6.839535e+05	-2.866121e+01	1.300140e+01
6.896060e+05	-2.887557e+01	1.302155e+01
6.952583e+05	-2.910560e+01	1.305369e+01
7.009107e+05	-2.923439e+01	1.310265e+01
7.065631e+05	-2.937752e+01	1.306040e+01
7.122156e+05	-2.968074e+01	1.292889e+01
7.178681e+05	-2.997537e+01	1.288893e+01
7.235206e+05	-3.013136e+01	1.294493e+01
7.291731e+05	-3.022534e+01	1.298070e+01
7.348255e+05	-3.027205e+01	1.299887e+01
7.404778e+05	-3.036528e+01	1.296587e+01
7.461302e+05	-3.057300e+01	1.293887e+01
7.517826e+05	-3.067090e+01	1.299817e+01
7.574351e+05	-3.066890e+01	1.300972e+01
7.630876e+05	-3.080205e+01	1.296738e+01
7.687400e+05	-3.099912e+01	1.297898e+01
7.743925e+05	-3.119333e+01	1.300343e+01
7.800448e+05	-3.142414e+01	1.302684e+01
7.856972e+05	-3.157629e+01	1.307880e+01
7.913496e+05	-3.168307e+01	1.307301e+01
7.970020e+05	-3.193784e+01	1.295124e+01
8.026545e+05	-3.225224e+01	1.287132e+01
8.083070e+05	-3.243596e+01	1.291459e+01
8.139595e+05	-3.253416e+01	1.295951e+01
8.196118e+05	-3.258576e+01	1.298286e+01
8.252642e+05	-3.264024e+01	1.296744e+01
8.309165e+05	-3.282222e+01	1.292331e+01
8.365689e+05	-3.296487e+01	1.296505e+01
8.422213e+05	-3.295611e+01	1.300362e+01
8.478739e+05	-3.303578e+01	1.296261e+01
8.535263e+05	-3.322442e+01	1.295713e+01
8.591787e+05	-3.340505e+01	1.298478e+01
8.648311e+05	-3.362417e+01	1.300344e+01
8.704834e+05	-3.380231e+01	1.305027e+01
8.761357e+05	-3.389293e+01	1.307421e+01
8.817882e+05	-3.409049e+01	1.297765e+01
8.874406e+05	-3.440619e+01	1.286569e+01
8.930931e+05	-3.462441e+01	1.288302e+01
8.987456e+05	-3.472971e+01	1.293684e+01
9.043980e+05	-3.478890e+01	1.296378e+01
9.100503e+05	-3.481923e+01	1.296523e+01
9.157026e+05	-3.495884e+01	1.291689e+01
9.213550e+05	-3.513405e+01	1.293151e+01
9.270074e+05	-3.514424e+01	1.298909e+01
9.326599e+05	-3.517083e+01	1.296216e+01
9.383123e+05	-3.533857e+01	1.293816e+01
9.439647e+05	-3.551318e+01	1.296450e+01
9.496171e+05	-3.571256e+01	1.298315e+01
9.552694e+05	-3.591073e+01	1.302048e+01
9.609217e+05	-3.600523e+01	1.306385e+01
9.665741e+05	-3.614700e+01	1.300228e+01
9.722265e+05	-3.644243e+01	1.287288e+01
9.778790e+05	-3.669562e+01	1.285373e+01
9.835315e+05	-3.681495e+01	1.291137e+01
9.891839e+05	-3.688058e+01	1.294338e+01
9.948362e+05	-3.690161e+01	1.295726e+01
1.000488e+06	-3.699266e+01	1.291684e+01
1.006141e+06	-3.717871e+01	1.290261e+01
1.011793e+06	-3.722736e+01	1.296535e+01
1.017446e+06	-3.721276e+01	1.296260e+01
1.023098e+06	-3.734416e+01	1.292422e+01
1.028750e+06	-3.751691e+01	1.294254e+01
1.034403e+06	-3.769492e+01	1.296469e+01
1.040055e+06	-3.790121e+01	1.299216e+01
1.045707e+06	-3.801472e+01	1.304376e+01
1.051360e+06	-3.811183e+01	1.301990e+01
1.057012e+06	-3.836707e+01	1.289106e+01
1.062665e+06	-3.864742e+01	1.283108e+01
1.068317e+06	-3.879006e+01	1.288246e+01
1.073969e+06	-3.886026e+01	1.292247e+01
1.079622e+06	-3.888296e+01	1.294356e+01
1.085274e+06	-3.892987e+01	1.291893e+01
1.090926e+06	-3.910192e+01	1.288206e+01
1.096579e+06	-3.919681e+01	1.293433e+01
1.102231e+06	-3.916248e+01	1.295965e+01
1.107884e+06	-3.924440e+01	1.291639e+01
1.113536e+06	-3.941287e+01	1.292007e+01
1.119188e+06	-3.957373e+01	1.294643e+01
1.124841e+06	-3.977447e+01	1.296689e+01
1.130493e+06	-3.991393e+01	1.301710e+01
